_RAJ2000,_DEJ2000,ALS,Name,mag,n_mag,RAJ2000,DEJ2000,GLON,GLAT,Simbad
5.95625,62.3225,6169,LS   I +62  92,10.0,V,00 23 49.5,+62 19 21,119.73,-0.38,Simbad
5.960833,61.935833,6170,LS   I +61 148,10.0,V,00 23 50.6,+61 56 09,119.69,-0.76,Simbad
5.982917,62.283889,6171,LS   I +62  93,11.8,V,00 23 55.9,+62 17 02,119.74,-0.42,Simbad
5.990417,60.513056,6172,LS   I +60 101,10.9,V,00 23 57.7,+60 30 47,119.55,-2.18,Simbad
6.015,62.451667,6173,LS   I +62  94,11.2,V,00 24 03.6,+62 27 06,119.77,-0.25,Simbad
6.015417,-37.410556,16759,HD 1999,8.3,V,00 24 03.7,-37 24 38,330.53,-78.21,Simbad
6.01875,61.341111,6174,LS   I +61 149,11.4,V,00 24 04.5,+61 20 28,119.66,-1.36,Simbad
6.040833,62.623056,6176,LS   I +62  95,9.5,V,00 24 09.8,+62 37 23,119.8,-0.08,Simbad
6.043333,63.822222,6175,LS   I +63  71,11.9,P,00 24 10.4,+63 49 20,119.93,1.11,Simbad
6.046667,61.309444,6177,LS   I +61 150,10.7,V,00 24 11.2,+61 18 34,119.67,-1.39,Simbad
6.065417,52.019722,14565,Hilt 18,5.6,V,00 24 15.7,+52 01 11,118.68,-10.63,Simbad
6.0725,56.729722,6178,LS   I +56   6,10.9,V,00 24 17.4,+56 43 47,119.19,-5.94,Simbad
6.104167,61.840556,6179,LS   I +61 151,8.8,V,00 24 25.0,+61 50 26,119.75,-0.86,Simbad
6.14,61.711944,6180,LS   I +61 152,11.2,V,00 24 33.6,+61 42 43,119.75,-0.99,Simbad
6.185417,62.416111,6181,LS   I +62  96,10.5,V,00 24 44.5,+62 24 58,119.85,-0.3,Simbad
6.18625,55.784722,6182,LS   I +55   9,11.7,V,00 24 44.7,+55 47 05,119.16,-6.89,Simbad
6.197917,61.831111,16397,HR 93,5.4,V,00 24 47.5,+61 49 52,119.79,-0.88,Simbad
6.244583,60.362222,6183,LS   I +60 102,10.8,V,00 24 58.7,+60 21 44,119.66,-2.34,Simbad
6.276667,53.046389,16398,HR 96,5.8,V,00 25 06.4,+53 02 47,118.92,-9.62,Simbad
6.30375,62.6225,6185,LS   I +62  97,10.2,V,00 25 12.9,+62 37 21,119.92,-0.1,Simbad
6.305833,64.669167,6184,LS   I +64  23,10.5,V,00 25 13.4,+64 40 09,120.13,1.94,Simbad
6.357083,61.107778,6186,LS   I +60 103,11.0,V,00 25 25.7,+61 06 28,119.79,-1.61,Simbad
6.384583,64.739167,6187,LS   I +64  24,10.7,V,00 25 32.3,+64 44 21,120.17,2.01,Simbad
6.406667,62.413333,6189,LS   I +62  98,11.8,V,00 25 37.6,+62 24 48,119.95,-0.31,Simbad
6.409167,63.816944,6188,LS   I +63  72,11.0,P,00 25 38.2,+63 49 01,120.09,1.09,Simbad
6.435,62.778056,6190,LS   I +62  99,11.4,V,00 25 44.4,+62 46 41,120.0,0.05,Simbad
6.445833,61.258333,6191,LS   I +60 104,12.6,V,00 25 47.0,+61 15 30,119.85,-1.46,Simbad
6.463333,71.806944,14566,Hilt 20,6.9,V,00 25 51.2,+71 48 25,120.91,9.04,Simbad
6.48375,62.527222,6192,LS   I +62 100,11.1,V,00 25 56.1,+62 31 38,120.0,-0.2,Simbad
6.486667,62.55,6193,LS   I +62 101,9.6,V,00 25 56.8,+62 33 00,120.0,-0.18,Simbad
6.49625,31.296667,16637,BD +30 57,9.6,V,00 25 59.1,+31 17 48,116.57,-31.26,Simbad
6.51125,61.322222,6194,LS   I +61 153,11.1,V,00 26 02.7,+61 19 20,119.89,-1.4,Simbad
6.52125,62.372222,6195,LS   I +62 102,10.8,V,00 26 05.1,+62 22 20,120.0,-0.35,Simbad
6.524583,63.269167,6196,LS   I +62 103,12.3,V,00 26 05.9,+63 16 09,120.09,0.54,Simbad
6.549167,63.003611,6197,LS   I +62 104,12.0,V,00 26 11.8,+63 00 13,120.07,0.27,Simbad
6.573333,62.493056,18585,"AAS 27, 403 #20",14.1,V,00 26 17.6,+62 29 35,120.03,-0.24,Simbad
6.596667,62.760556,14567,Hilt 23,9.6,V,00 26 23.2,+62 45 38,120.07,0.03,Simbad
6.600833,62.261111,6198,LS   I +61 154,9.5,V,00 26 24.2,+62 15 40,120.02,-0.47,Simbad
6.619167,62.234167,6199,LS   I +61 155,10.2,V,00 26 28.6,+62 14 03,120.03,-0.5,Simbad
6.621667,60.023611,6201,LS   I +59  42,12.3,V,00 26 29.2,+60 01 25,119.82,-2.7,Simbad
6.62625,63.441944,6200,LS   I +63  73,9.2,V,00 26 30.3,+63 26 31,120.15,0.71,Simbad
6.640417,61.412222,6202,LS   I +61 156,9.2,V,00 26 33.7,+61 24 44,119.96,-1.32,Simbad
6.650417,63.205833,6203,LS   I +62 105,11.4,V,00 26 36.1,+63 12 21,120.14,0.47,Simbad
6.669583,64.431944,6204,LS   I +64  25,9.1,V,00 26 40.7,+64 25 55,120.26,1.69,Simbad
6.769167,61.054722,6205,LS   I +60 105,9.5,V,00 27 04.6,+61 03 17,119.99,-1.68,Simbad
6.801667,49.985833,19950,HD 2301,7.0,V,00 27 12.4,+49 59 09,118.94,-12.7,Simbad
6.82,64.706111,6206,LS   I +64  26,11.0,V,00 27 16.8,+64 42 22,120.35,1.96,Simbad
6.849583,63.062222,6207,LS   I +62 106,11.0,V,00 27 23.9,+63 03 44,120.21,0.32,Simbad
6.85375,61.678333,6208,LS   I +61 157,11.6,V,00 27 24.9,+61 40 42,120.09,-1.06,Simbad
6.91875,58.553889,14568,Hilt 28,7.4,V,00 27 40.5,+58 33 14,119.83,-4.17,Simbad
6.957917,62.270278,6209,LS   I +61 158,9.5,V,00 27 49.9,+62 16 13,120.19,-0.48,Simbad
6.97625,60.625278,6210,LS   I +60 106,9.1,V,00 27 54.3,+60 37 31,120.05,-2.11,Simbad
6.985833,64.099444,6211,LS   I +63  74,10.9,V,00 27 56.6,+64 05 58,120.37,1.34,Simbad
7.0225,61.102778,6212,LS   I +60 107,12.2,V,00 28 05.4,+61 06 10,120.11,-1.64,Simbad
7.039583,61.693889,6214,LS   I +61 159,11.7,V,00 28 09.5,+61 41 38,120.18,-1.05,Simbad
7.04625,64.130833,6213,LS   I +63  75,11.1,V,00 28 11.1,+64 07 51,120.4,1.37,Simbad
7.050833,56.396944,6215,LS   I +56   7,10.1,V,00 28 12.2,+56 23 49,119.7,-6.33,Simbad
7.157083,62.488333,6216,LS   I +62 107,10.2,V,00 28 37.7,+62 29 18,120.3,-0.27,Simbad
7.1875,62.656944,6217,LS   I +62 108,10.7,V,00 28 45.0,+62 39 25,120.33,-0.1,Simbad
7.199583,62.506111,6218,LS   I +62 109,8.7,V,00 28 47.9,+62 30 22,120.32,-0.25,Simbad
7.2,63.083333,14569,Hilt 33,10.5,V,00 28 48.0,+63 05 00,120.37,0.34,Simbad
7.262083,60.914444,6219,LS   I +60 108,10.1,V,00 29 02.9,+60 54 52,120.21,-1.84,Simbad
7.263333,56.688333,6221,LS   I +56   8,10.7,V,00 29 03.2,+56 41 18,119.84,-6.05,Simbad
7.269167,62.416111,6220,LS   I +62 110,10.3,V,00 29 04.6,+62 24 58,120.35,-0.34,Simbad
7.280417,60.988333,6222,LS   I +60 109,10.1,V,00 29 07.3,+60 59 18,120.23,-1.77,Simbad
7.327917,60.538333,6223,LS   I +60 110,10.7,V,00 29 18.7,+60 32 18,120.21,-2.22,Simbad
7.3675,62.377222,6224,LS   I +62 111,11.1,V,00 29 28.2,+62 22 38,120.39,-0.39,Simbad
7.447917,62.689167,6225,LS   I +62 112,11.6,V,00 29 47.5,+62 41 21,120.45,-0.08,Simbad
7.455,63.068056,6226,LS   I +62 113,10.3,V,00 29 49.2,+63 04 05,120.49,0.3,Simbad
7.484583,60.352222,6227,LS   I +60 111,11.3,V,00 29 56.3,+60 21 08,120.27,-2.41,Simbad
7.494167,60.211667,6229,LS   I +59  43,8.8,V,00 29 58.6,+60 12 42,120.27,-2.55,Simbad
7.5,62.838333,6228,LS   I +62 114,12.3,V,00 30 00.0,+62 50 18,120.49,0.07,Simbad
7.511667,62.83,6230,LS   I +62 115,12.5,V,00 30 02.8,+62 49 48,120.49,0.06,Simbad
7.525,60.151111,6231,LS   I +59  44,8.9,V,00 30 06.0,+60 09 04,120.28,-2.61,Simbad
7.564167,62.588056,17433,"AAS 27, 403 No. 122",11.2,V,00 30 15.4,+62 35 17,120.5,-0.18,Simbad
7.582917,59.9775,16399,HR 113,5.9,V,00 30 19.9,+59 58 39,120.29,-2.79,Simbad
7.600417,63.681389,6233,LS   I +63  76,10.4,P,00 30 24.1,+63 40 53,120.6,0.9,Simbad
7.615833,68.143056,6232,LS   I +67  13,11.5,P,00 30 27.8,+68 08 35,120.97,5.35,Simbad
7.6175,65.272222,6234,LS   I +64  27,8.3,V,00 30 28.2,+65 16 20,120.74,2.49,Simbad
7.61875,63.354444,6235,LS   I +63  77,12.3,P,00 30 28.5,+63 21 16,120.58,0.58,Simbad
7.632083,62.629444,17434,"AAS 27, 403 No. 125",10.6,V,00 30 31.7,+62 37 46,120.53,-0.14,Simbad
7.645833,60.3175,6236,LS   I +60 112,11.7,V,00 30 35.0,+60 19 03,120.35,-2.45,Simbad
7.673333,62.353611,14638,HD 2654,7.4,V,00 30 41.6,+62 21 13,120.53,-0.42,Simbad
7.691667,62.291667,6237,LS   I +62 116,11.4,V,00 30 46.0,+62 17 30,120.53,-0.48,Simbad
7.73125,62.942778,6238,LS   I +62 117,11.7,V,00 30 55.5,+62 56 34,120.6,0.16,Simbad
7.794583,59.492778,6239,LS   I +59  45,9.8,V,00 31 10.7,+59 29 34,120.36,-3.28,Simbad
7.83,62.427778,6240,LS   I +62 118,9.3,V,00 31 19.2,+62 25 40,120.61,-0.35,Simbad
7.84625,60.687222,6241,LS   I +60 113,11.6,V,00 31 23.1,+60 41 14,120.48,-2.09,Simbad
7.927083,62.68,6242,LS   I +62 119,11.8,V,00 31 42.5,+62 40 48,120.67,-0.11,Simbad
7.934167,53.961389,19540,HD 2773,7.6,V,00 31 44.2,+53 57 41,120.0,-8.8,Simbad
7.949583,60.567778,6243,LS   I +60 114,10.7,V,00 31 47.9,+60 34 04,120.52,-2.21,Simbad
7.959583,62.890278,6244,LS   I +62 120,11.5,V,00 31 50.3,+62 53 25,120.7,0.1,Simbad
7.960833,62.683333,6245,LS   I +62 121,11.0,V,00 31 50.6,+62 41 00,120.69,-0.1,Simbad
7.965417,63.151667,6246,LS   I +62 122,11.8,V,00 31 51.7,+63 09 06,120.72,0.36,Simbad
7.997917,63.843056,6248,LS   I +63  78,13.5,P,00 31 59.5,+63 50 35,120.79,1.05,Simbad
8.01125,68.959444,6247,LS   I +68   6,8.9,P,00 32 02.7,+68 57 34,121.18,6.15,Simbad
8.054167,63.208611,6249,LS   I +62 123,11.0,V,00 32 13.0,+63 12 31,120.77,0.42,Simbad
8.138333,63.066944,6252,LS   I +62 124,11.6,V,00 32 33.2,+63 04 01,120.8,0.27,Simbad
8.140417,68.669444,6250,LS   I +68   7,12.0,P,00 32 33.7,+68 40 10,121.21,5.86,Simbad
8.151667,68.205833,6251,LS   I +67  14,12.6,P,00 32 36.4,+68 12 21,121.18,5.4,Simbad
8.170417,63.269167,6253,LS   I +62 125,9.6,V,00 32 40.9,+63 16 09,120.82,0.47,Simbad
8.18,63.085833,6254,LS   I +62 126,11.3,V,00 32 43.2,+63 05 09,120.82,0.29,Simbad
8.185417,63.305278,6255,LS   I +63  79,11.1,V,00 32 44.5,+63 18 19,120.83,0.51,Simbad
8.194167,62.655,6256,LS   I +62 127,10.6,V,00 32 46.6,+62 39 18,120.79,-0.14,Simbad
8.207917,63.542222,6257,LS   I +63  80,11.0,P,00 32 49.9,+63 32 32,120.86,0.75,Simbad
8.235833,42.258056,16638,BD +41 80,9.9,V,00 32 56.6,+42 15 29,119.28,-20.48,Simbad
8.249583,62.931944,6258,LS   I +62 128,4.2,V,00 32 59.9,+62 55 55,120.84,0.14,Simbad
8.261667,62.460278,17435,"AAS 27, 403 No. 151",10.9,V,00 33 02.8,+62 27 37,120.81,-0.34,Simbad
8.30125,63.296389,6260,LS   I +63  81,9.0,P,00 33 12.3,+63 17 47,120.89,0.5,Simbad
8.302917,63.298056,6261,LS   I +63  82,9.0,P,00 33 12.7,+63 17 53,120.89,0.5,Simbad
8.305833,62.537222,6262,LS   I +62 129,8.6,V,00 33 13.4,+62 32 14,120.83,-0.26,Simbad
8.30875,67.146944,6259,LS   I +66   5,12.7,P,00 33 14.1,+67 08 49,121.16,4.34,Simbad
8.34125,63.998611,6263,LS   I +63  83,9.6,V,00 33 21.9,+63 59 55,120.95,1.2,Simbad
8.417917,63.167222,6264,LS   I +62 130,11.5,V,00 33 40.3,+63 10 02,120.93,0.36,Simbad
8.4675,63.126667,6265,LS   I +62 131,8.8,V,00 33 52.2,+63 07 36,120.95,0.32,Simbad
8.56125,66.694722,6266,LS   I +66   6,12.2,P,00 34 14.7,+66 41 41,121.23,3.88,Simbad
8.593333,-63.061389,16914,HD 3175,9.3,V,00 34 22.4,-63 03 41,306.22,-53.96,Simbad
8.60375,66.750278,16400,HR 137,6.5,V,00 34 24.9,+66 45 01,121.25,3.93,Simbad
8.629583,57.54,6267,LS   I +57   4,8.8,V,00 34 31.1,+57 32 24,120.65,-5.26,Simbad
8.75125,62.448333,6268,LS   I +62 132,10.6,V,00 35 00.3,+62 26 54,121.03,-0.36,Simbad
8.76125,63.306111,6269,LS   I +63  84,12.2,P,00 35 02.7,+63 18 22,121.09,0.49,Simbad
8.775,62.9825,6270,LS   I +62 133,10.9,V,00 35 06.0,+62 58 57,121.08,0.17,Simbad
8.797083,62.989444,6271,LS   I +62 134,7.3,V,00 35 11.3,+62 59 22,121.09,0.18,Simbad
8.820833,59.3125,6272,LS   I +59  46,9.1,V,00 35 17.0,+59 18 45,120.87,-3.49,Simbad
8.961667,61.459444,6273,LS   I +61 160,8.6,V,00 35 50.8,+61 27 34,121.07,-1.36,Simbad
8.982917,60.510833,6274,LS   I +60 115,12.1,V,00 35 55.9,+60 30 39,121.02,-2.3,Simbad
9.034583,54.168333,17272,HD 3240,5.1,V,00 36 08.3,+54 10 06,120.67,-8.64,Simbad
9.08375,27.254444,16527,HR 149,6.5,V,00 36 20.1,+27 15 16,118.81,-35.5,Simbad
9.092917,63.444167,6275,LS   I +63  85,10.0,P,00 36 22.3,+63 26 39,121.25,0.62,Simbad
9.094167,63.328889,6276,LS   I +63  86,12.9,P,00 36 22.6,+63 19 44,121.24,0.51,Simbad
9.11375,60.326389,6277,LS   I +60 116,5.8,V,00 36 27.3,+60 19 35,121.08,-2.49,Simbad
9.146667,63.389444,6278,LS   I +63  87,11.4,P,00 36 35.2,+63 23 22,121.27,0.57,Simbad
9.152917,60.250278,6279,LS   I +59  47,10.6,V,00 36 36.7,+60 15 01,121.09,-2.57,Simbad
9.197083,15.231389,16324,HD 3379,5.9,V,00 36 47.3,+15 13 53,117.7,-47.49,Simbad
9.19875,59.690833,6280,LS   I +59  48,10.9,V,00 36 47.7,+59 41 27,121.08,-3.13,Simbad
9.22,33.719167,18006,HD 3369,4.4,V,00 36 52.8,+33 43 09,119.47,-29.05,Simbad
9.238333,63.404444,6281,LS   I +63  88,12.5,P,00 36 57.2,+63 24 16,121.31,0.58,Simbad
9.242917,53.896944,15091,ZETA CAS,3.7,V,00 36 58.3,+53 53 49,120.78,-8.91,Simbad
9.29,61.359722,6283,LS   I +61 161,9.6,V,00 37 09.6,+61 21 35,121.22,-1.46,Simbad
9.296667,64.578333,6282,LS   I +64  28,13.0,P,00 37 11.2,+64 34 42,121.4,1.75,Simbad
9.317917,58.015833,19951,HD 3377,7.4,V,00 37 16.3,+58 00 57,121.05,-4.8,Simbad
9.322083,62.838333,6284,LS   I +62 135,10.5,V,00 37 17.3,+62 50 18,121.32,0.01,Simbad
9.440417,72.894722,19541,HD 3366,7.0,V,00 37 45.7,+72 53 41,121.91,10.05,Simbad
9.584583,-14.998056,17216,BD -15 115,10.9,V,00 38 20.3,-14 59 53,108.17,-77.49,Simbad
9.642917,67.087778,6285,LS   I +66   7,10.2,V,00 38 34.3,+67 05 16,121.68,4.25,Simbad
9.682083,60.06,6286,LS   I +59  49,12.0,V,00 38 43.7,+60 03 36,121.34,-2.77,Simbad
9.842917,62.235278,6287,LS   I +61 162,11.9,V,00 39 22.3,+62 14 07,121.53,-0.6,Simbad
9.88375,63.682778,6288,LS   I +63  89,11.7,P,00 39 32.1,+63 40 58,121.61,0.84,Simbad
9.9025,64.620278,6290,LS   I +64  29,12.9,P,00 39 36.6,+64 37 13,121.66,1.78,Simbad
9.90625,65.878889,6289,LS   I +65   2,8.9,V,00 39 37.5,+65 52 44,121.72,3.04,Simbad
9.9575,60.958333,6291,LS   I +60 117,10.0,V,00 39 49.8,+60 57 30,121.52,-1.88,Simbad
10.029167,59.949444,6292,LS   I +59  50,10.0,V,00 40 07.0,+59 56 58,121.51,-2.89,Simbad
10.185833,63.916667,6293,LS   I +63  90,9.2,V,00 40 44.6,+63 55 00,121.76,1.07,Simbad
10.230833,63.428056,6294,LS   I +63  91,13.7,P,00 40 55.4,+63 25 41,121.76,0.58,Simbad
10.274167,63.4225,6296,LS   I +63  92,13.0,P,00 41 05.8,+63 25 21,121.78,0.57,Simbad
10.277917,66.846111,6295,LS   I +66   8,10.8,V,00 41 06.7,+66 50 46,121.91,4.0,Simbad
10.286667,60.863611,6297,LS   I +60 118,12.3,V,00 41 08.8,+60 51 49,121.68,-1.98,Simbad
10.300833,39.603889,14639,HD 3827,8.0,V,00 41 12.2,+39 36 14,120.79,-23.23,Simbad
10.31,62.935833,6299,LS   I +62 136,10.1,V,00 41 14.4,+62 56 09,121.77,0.09,Simbad
10.311667,65.965278,6298,LS   I +65   3,12.6,P,00 41 14.8,+65 57 55,121.89,3.11,Simbad
10.357083,64.329444,6300,LS   I +64  30,10.5,P,00 41 25.7,+64 19 46,121.85,1.48,Simbad
10.425417,63.598056,6301,LS   I +63  93,11.9,P,00 41 42.1,+63 35 53,121.85,0.75,Simbad
10.51625,50.5125,16378,HR 179,4.8,V,00 42 03.9,+50 30 45,121.41,-12.33,Simbad
10.610417,64.050556,6302,LS   I +63  94,10.7,V,00 42 26.5,+64 03 02,121.95,1.2,Simbad
10.629167,58.753056,16401,HR 181,6.2,V,00 42 31.0,+58 45 11,121.77,-4.1,Simbad
10.66375,63.247222,6303,LS   I +62 137,11.7,V,00 42 39.3,+63 14 50,121.94,0.39,Simbad
10.70875,64.291111,6304,LS   I +64  31,7.3,V,00 42 50.1,+64 17 28,122.0,1.44,Simbad
10.732917,60.258056,6305,LS   I +59  51,10.8,V,00 42 55.9,+60 15 29,121.88,-2.6,Simbad
10.736667,60.471111,6306,LS   I +60 119,11.1,V,00 42 56.8,+60 28 16,121.88,-2.38,Simbad
10.746667,62.234722,6307,LS   I +61 163,9.3,V,00 42 59.2,+62 14 05,121.95,-0.62,Simbad
10.768333,64.919444,6308,LS   I +64  32,11.3,V,00 43 04.4,+64 55 10,122.05,2.06,Simbad
10.825833,61.910556,6310,LS   I +61 164,10.8,V,00 43 18.2,+61 54 38,121.97,-0.95,Simbad
10.830417,64.284722,6309,LS   I +64  33,12.0,P,00 43 19.3,+64 17 05,122.05,1.43,Simbad
10.847917,60.277778,6311,LS   I +60 120,11.6,V,00 43 23.5,+60 16 40,121.93,-2.58,Simbad
10.8675,64.761667,6312,LS   I +64  34,10.2,V,00 43 28.2,+64 45 42,122.08,1.9,Simbad
10.94375,64.178333,6313,LS   I +63  95,10.8,P,00 43 46.5,+64 10 42,122.1,1.32,Simbad
10.959167,60.405833,6315,LS   I +60 121,11.6,V,00 43 50.2,+60 24 21,121.99,-2.45,Simbad
10.970833,64.047222,6314,LS   I +63  96,11.6,P,00 43 53.0,+64 02 50,122.11,1.19,Simbad
11.00125,62.0925,6316,LS   I +61 165,10.9,V,00 44 00.3,+62 05 33,122.06,-0.77,Simbad
11.05375,64.461944,6317,LS   I +64  35,11.4,V,00 44 12.9,+64 27 43,122.15,1.6,Simbad
11.084167,60.279444,6318,LS   I +60 122,10.1,V,00 44 20.2,+60 16 46,122.05,-2.58,Simbad
11.169167,61.001111,6320,LS   I +60 123,11.9,V,00 44 40.6,+61 00 04,122.11,-1.86,Simbad
11.17625,63.907778,6319,LS   I +63  97,10.6,V,00 44 42.3,+63 54 28,122.19,1.05,Simbad
11.18125,48.284167,16379,HR 193,4.5,V,00 44 43.5,+48 17 03,121.78,-14.57,Simbad
11.19625,64.245556,6321,LS   I +63  98,13.0,P,00 44 47.1,+64 14 44,122.21,1.38,Simbad
11.197917,64.337222,6322,LS   I +64  36,9.9,V,00 44 47.5,+64 20 14,122.21,1.47,Simbad
11.21375,65.265278,6323,LS   I +64  37,9.1,V,00 44 51.3,+65 15 55,122.24,2.4,Simbad
11.235833,63.796667,6324,LS   I +63  99,12.7,P,00 44 56.6,+63 47 48,122.21,0.93,Simbad
11.242083,59.578333,6325,LS   I +59  52,11.8,P,00 44 58.1,+59 34 42,122.11,-3.28,Simbad
11.284167,64.393056,6326,LS   I +64  38,10.7,V,00 45 08.2,+64 23 35,122.25,1.53,Simbad
11.30125,63.967222,6328,LS   I +63 100,11.2,V,00 45 12.3,+63 58 02,122.25,1.1,Simbad
11.303333,64.391944,6327,LS   I +64  39,9.5,V,00 45 12.8,+64 23 31,122.26,1.53,Simbad
11.3225,63.710833,6330,LS   I +63 101,11.1,V,00 45 17.4,+63 42 39,122.25,0.85,Simbad
11.324167,64.401667,6329,LS   I +64  40,11.5,P,00 45 17.8,+64 24 06,122.27,1.54,Simbad
11.396667,63.3525,6331,LS   I +63 102,10.5,V,00 45 35.2,+63 21 09,122.28,0.49,Simbad
11.400833,58.038611,6332,LS   I +57   5,8.4,V,00 45 36.2,+58 02 19,122.16,-4.82,Simbad
11.429583,64.123611,6333,LS   I +63 103,13.6,P,00 45 43.1,+64 07 25,122.31,1.26,Simbad
11.44125,56.775,6335,LS   I +56   9,6.9,V,00 45 45.9,+56 46 30,122.15,-6.09,Simbad
11.466667,64.402778,6334,LS   I +64  41,10.7,V,00 45 52.0,+64 24 10,122.33,1.54,Simbad
11.525417,63.238333,6336,LS   I +62 138,11.8,V,00 46 06.1,+63 14 18,122.33,0.37,Simbad
11.534583,64.499167,6337,LS   I +64  42,12.3,P,00 46 08.3,+64 29 57,122.36,1.63,Simbad
11.545,44.861111,16528,HR 205,6.0,V,00 46 10.8,+44 51 40,121.95,-18.0,Simbad
11.562083,65.1075,6338,LS   I +64  43,13.2,P,00 46 14.9,+65 06 27,122.39,2.24,Simbad
11.575,65.317222,6339,LS   I +65   4,11.4,P,00 46 18.0,+65 19 02,122.4,2.45,Simbad
11.604583,61.653333,6341,LS   I +61 166,11.3,V,00 46 25.1,+61 39 12,122.34,-1.21,Simbad
11.615833,64.380556,6340,LS   I +64  44,10.5,V,00 46 27.8,+64 22 50,122.39,1.51,Simbad
11.675833,64.458611,6342,LS   I +64  45,11.0,V,00 46 42.2,+64 27 31,122.42,1.59,Simbad
11.732083,68.328611,6343,LS   I +68   8,10.3,P,00 46 55.7,+68 19 43,122.51,5.46,Simbad
11.734167,65.34,6344,LS   I +65   5,11.9,P,00 46 56.2,+65 20 24,122.46,2.47,Simbad
11.752917,62.145,6345,LS   I +61 167,12.1,V,00 47 00.7,+62 08 42,122.41,-0.72,Simbad
11.76375,-11.871944,17217,BD -12 134,11.8,V,00 47 03.3,-11 52 19,118.86,-74.71,Simbad
11.7775,62.032778,6346,LS   I +61 168,11.8,V,00 47 06.6,+62 01 58,122.42,-0.83,Simbad
11.829167,47.805833,14640,HD 4460,8.4,V,00 47 19.0,+47 48 21,122.22,-15.06,Simbad
11.845,60.023611,6348,LS   I +59  53,10.1,V,00 47 22.8,+60 01 25,122.42,-2.84,Simbad
11.850417,63.416944,6347,LS   I +63 104,12.7,P,00 47 24.1,+63 25 01,122.48,0.55,Simbad
11.871667,9.981944,16639,HD 4539,10.3,V,00 47 29.2,+09 58 55,121.32,-52.88,Simbad
11.921667,64.912222,6349,LS   I +64  46,12.9,P,00 47 41.2,+64 54 44,122.53,2.04,Simbad
11.942083,74.847222,16529,HR 208,5.4,V,00 47 46.1,+74 50 50,122.69,11.98,Simbad
11.995833,51.444444,19952,HD 4536,7.2,V,00 47 59.0,+51 26 40,122.38,-11.42,Simbad
12.040417,62.142778,6350,LS   I +61 169,12.6,P,00 48 09.7,+62 08 34,122.55,-0.73,Simbad
12.052083,62.990556,6351,LS   I +62 139,11.4,V,00 48 12.5,+62 59 26,122.57,0.12,Simbad
12.142917,63.583056,6352,LS   I +63 105,12.9,P,00 48 34.3,+63 34 59,122.61,0.71,Simbad
12.175833,62.1675,6353,LS   I +61 170,13.1,P,00 48 42.2,+62 10 03,122.61,-0.7,Simbad
12.205833,61.614444,6354,LS   I +61 171,12.4,P,00 48 49.4,+61 36 52,122.62,-1.26,Simbad
12.208333,50.968056,16402,HR 223,4.9,V,00 48 50.0,+50 58 05,122.51,-11.9,Simbad
12.259167,65.550556,6355,LS   I +65   6,8.8,V,00 49 02.2,+65 33 02,122.68,2.68,Simbad
12.2625,58.429444,6356,LS   I +58  18,9.1,V,00 49 03.0,+58 25 46,122.62,-4.44,Simbad
12.283333,61.846111,6358,LS   I +61 172,13.0,P,00 49 08.0,+61 50 46,122.66,-1.02,Simbad
12.295417,65.125833,6357,LS   I +64  47,13.1,P,00 49 10.9,+65 07 33,122.69,2.26,Simbad
12.2975,64.189167,14570,Hilt 65,11.1,V,00 49 11.4,+64 11 21,122.69,1.32,Simbad
12.30125,64.332778,6359,LS   I +64  48,13.7,P,00 49 12.3,+64 19 58,122.69,1.46,Simbad
12.354167,63.868056,6360,LS   I +63 106,10.7,V,00 49 25.0,+63 52 05,122.71,1.0,Simbad
12.426667,65.507222,6361,LS   I +65   7,12.6,P,00 49 42.4,+65 30 26,122.75,2.64,Simbad
12.4325,64.074722,6362,LS   I +63 107,12.9,P,00 49 43.8,+64 04 29,122.75,1.2,Simbad
12.450417,60.985833,6363,LS   I +60 124,9.9,V,00 49 48.1,+60 59 09,122.73,-1.88,Simbad
12.472083,64.6375,6364,LS   I +64  49,8.5,V,00 49 53.3,+64 38 15,122.77,1.77,Simbad
12.56375,60.903056,6366,LS   I +60 125,9.9,V,00 50 15.3,+60 54 11,122.79,-1.97,Simbad
12.567917,63.171389,6365,LS   I +62 140,8.1,V,00 50 16.3,+63 10 17,122.8,0.3,Simbad
12.589583,59.734167,6367,LS   I +59  54,11.2,P,00 50 21.5,+59 44 03,122.8,-3.14,Simbad
12.61625,59.671389,6368,LS   I +59  55,7.6,V,00 50 27.9,+59 40 17,122.81,-3.2,Simbad
12.6475,62.366111,6369,LS   I +62 141,9.6,V,00 50 35.4,+62 21 58,122.83,-0.51,Simbad
12.762083,63.653611,6370,LS   I +63 108,12.1,P,00 51 02.9,+63 39 13,122.89,0.78,Simbad
12.765,63.649167,6371,LS   I +63 109,11.6,P,00 51 03.6,+63 38 57,122.89,0.78,Simbad
12.812917,63.1525,6372,LS   I +62 142,13.6,P,00 51 15.1,+63 09 09,122.91,0.28,Simbad
12.835417,61.303611,6373,LS   I +61 173,10.8,P,00 51 20.5,+61 18 13,122.92,-1.57,Simbad
12.857917,63.781389,6374,LS   I +63 110,6.9,V,00 51 25.9,+63 46 53,122.93,0.91,Simbad
12.872917,56.660833,17223,IC 1590 GT-C,9.2,V,00 51 29.5,+56 39 39,122.94,-6.21,Simbad
12.899167,63.968056,6375,LS   I +63 111,11.9,P,00 51 35.8,+63 58 05,122.95,1.1,Simbad
